,Water Year,MONTH,DAY,09480000streamflow(cfs),11151300streamflow(cfs),10172700streamflow(cfs),08194200streamflow(cfs),08267500streamflow(cfs),06154410streamflow(cfs),02235200streamflow(cfs),02177000streamflow(cfs),07315200streamflow(cfs),12041200streamflow(cfs),10259000streamflow(cfs)
2491,1987,12,28,1.4,2.3,6.1,0.53,13.0,3.0,19.0,882.0,3.5,2760,3.0
2492,1987,12,29,1.4,2.3,6.1,0.51,13.0,3.0,18.0,813.0,2.8,7520,2.9
2493,1987,12,30,1.4,2.3,6.1,15.0,14.0,3.0,18.0,768.0,2.3,5110,2.9
2494,1987,12,31,1.4,2.4,6.1,4.0,14.0,3.0,21.0,720.0,1.9,3370,2.9
2495,1988,1,1,0.8,14.0,4.0,0.0,12.0,2.1,30.0,460.0,1.5,890,2.4
2496,1988,1,2,0.8,6.6,3.9,0.0,12.0,2.1,30.0,485.0,0.94,850,2.4
2497,1988,1,3,0.8,3.8,3.9,0.0,12.0,2.0,30.0,444.0,0.61,820,2.4
2498,1988,1,4,0.8,4.0,3.9,0.0,12.0,1.9,29.0,469.0,0.45,800,2.4
2499,1988,1,5,0.82,17.0,4.0,0.0,12.0,1.8,29.0,431.0,0.33,780,4.6
2500,1988,1,6,0.85,46.0,4.0,0.0,13.0,1.8,28.0,395.0,0.2,760,6.0
2501,1988,1,7,0.85,15.0,3.9,0.0,13.0,1.8,28.0,378.0,0.2,750,3.7
2502,1988,1,8,0.85,5.8,3.9,0.0,13.0,1.8,28.0,428.0,0.2,740,3.2
2503,1988,1,9,0.85,3.8,3.9,0.0,13.0,1.8,29.0,459.0,0.2,800,2.9
2504,1988,1,10,0.85,3.0,3.9,0.0,14.0,1.8,30.0,392.0,0.2,880,2.8
2505,1988,1,11,0.85,2.7,3.8,0.0,14.0,1.9,31.0,388.0,0.3,800,2.7
2506,1988,1,12,0.85,2.3,3.7,0.0,14.0,1.8,30.0,407.0,0.46,820,2.7
2507,1988,1,13,0.85,2.3,3.9,0.0,13.0,1.8,29.0,378.0,0.6,1100,2.6
2508,1988,1,14,0.85,2.3,3.9,0.0,12.0,1.8,29.0,392.0,0.48,13000,2.6
2509,1988,1,15,0.85,2.4,3.9,0.0,12.0,1.8,29.0,336.0,0.34,10000,2.5
2510,1988,1,16,0.85,2.6,3.9,0.0,13.0,1.8,28.0,319.0,0.31,6000,2.5
2511,1988,1,17,0.86,49.0,4.0,0.0,13.0,1.8,28.0,442.0,0.26,4000,7.0
2512,1988,1,18,1.1,131.0,4.0,0.0,14.0,1.8,28.0,1050.0,0.5,3000,6.1
2513,1988,1,19,1.0,52.0,3.9,0.0,14.0,1.8,28.0,1270.0,0.57,2500,3.8
2514,1988,1,20,0.9,25.0,3.9,0.0,13.0,1.8,27.0,3110.0,0.62,2700,3.3
2515,1988,1,21,0.85,13.0,3.8,0.0,13.0,1.9,30.0,1620.0,0.6,2300,3.1
2516,1988,1,22,0.86,8.3,3.9,0.0,12.0,1.9,34.0,1120.0,0.57,2400,3.0
2517,1988,1,23,0.89,6.0,4.0,0.0,11.0,1.9,33.0,909.0,0.55,2300,2.9
2518,1988,1,24,0.83,5.5,4.2,0.0,11.0,1.9,33.0,793.0,0.55,2000,3.0
2519,1988,1,25,0.8,4.6,4.2,0.0,11.0,1.9,79.0,736.0,0.54,1800,2.9
2520,1988,1,26,0.8,4.2,4.3,0.0,12.0,1.9,99.0,665.0,0.53,1700,2.9
2521,1988,1,27,0.8,4.2,4.2,0.0,11.0,2.0,,603.0,0.49,1750,2.9
2522,1988,1,28,0.8,4.2,4.3,0.0,11.0,2.0,,570.0,0.47,2700,2.8
2523,1988,1,29,0.8,4.5,4.4,0.0,9.5,2.1,96.0,548.0,0.44,3700,2.8
2524,1988,1,30,0.8,5.3,4.4,0.0,9.5,2.1,92.0,527.0,0.55,3000,2.8
2525,1988,1,31,0.8,4.2,4.4,0.0,9.5,2.0,90.0,512.0,0.58,2400,2.8
2526,1988,2,1,0.8,4.2,4.4,0.0,9.5,2.0,89.0,510.0,0.58,2000,2.7
2527,1988,2,2,0.81,3.5,4.4,0.0,9.5,1.9,88.0,566.0,0.58,1800,4.4
2528,1988,2,3,0.84,3.5,4.0,0.0,9.7,1.9,87.0,739.0,0.66,1700,3.6
2529,1988,2,4,0.8,3.5,3.9,0.0,9.6,1.9,85.0,895.0,0.71,1600,3.2
2530,1988,2,5,0.8,3.5,4.0,0.0,9.7,1.9,83.0,795.0,0.69,1500,3.0
2531,1988,2,6,0.8,3.5,4.1,0.0,11.0,1.9,83.0,656.0,0.7,1400,2.9
2532,1988,2,7,0.8,3.5,4.2,0.0,11.0,1.9,85.0,587.0,0.74,1800,2.9
2533,1988,2,8,0.8,3.2,4.2,0.0,10.0,1.9,86.0,562.0,0.85,2400,2.8
2534,1988,2,9,0.83,3.1,4.3,0.0,10.0,1.8,86.0,534.0,0.88,2900,2.8
2535,1988,2,10,0.8,2.7,4.4,0.0,9.8,1.8,84.0,512.0,0.87,2550,2.7
2536,1988,2,11,0.76,2.8,4.4,0.0,13.0,1.8,82.0,492.0,0.79,2320,2.7
2537,1988,2,12,0.76,2.7,4.4,0.0,9.8,1.8,81.0,483.0,0.84,2250,2.7
2538,1988,2,13,0.76,2.8,4.4,0.0,9.6,1.8,78.0,452.0,0.96,2800,2.7
2539,1988,2,14,0.76,2.6,4.2,0.0,9.6,1.8,75.0,446.0,0.95,3630,2.6
2540,1988,2,15,0.76,2.6,4.2,0.0,11.0,1.8,75.0,491.0,0.91,5040,2.6
2541,1988,2,16,0.76,2.6,4.0,0.0,10.0,1.8,84.0,563.0,0.99,3370,2.6
2542,1988,2,17,0.76,2.6,4.2,0.0,10.0,1.8,85.0,476.0,1.1,3220,2.5
2543,1988,2,18,0.78,2.6,3.9,0.0,10.0,1.8,83.0,455.0,1.1,2820,2.6
2544,1988,2,19,0.8,2.6,4.1,0.0,10.0,1.8,81.0,463.0,1.2,2350,2.5
2545,1988,2,20,0.8,2.3,4.2,0.0,10.0,1.9,79.0,485.0,1.2,2170,2.5
2546,1988,2,21,0.8,2.4,4.1,0.0,10.0,1.9,83.0,446.0,1.1,2010,2.5
2547,1988,2,22,0.8,2.4,4.2,0.0,10.0,1.9,86.0,423.0,1.3,1840,2.5
2548,1988,2,23,0.8,2.6,4.2,0.0,10.0,1.9,85.0,420.0,1.0,1690,2.5
2549,1988,2,24,0.8,2.6,4.2,0.0,10.0,1.9,85.0,411.0,0.75,1580,2.5
2550,1988,2,25,0.8,2.3,4.4,0.0,10.0,1.9,84.0,394.0,0.77,1490,2.5
2551,1988,2,26,0.8,2.6,4.4,0.0,10.0,1.9,82.0,383.0,0.79,1440,2.5
2552,1988,2,27,0.81,3.8,4.5,0.0,11.0,1.9,80.0,380.0,0.77,1450,2.5
2553,1988,2,28,0.88,11.0,4.7,0.0,11.0,1.9,78.0,376.0,0.71,1520,2.5
2554,1988,2,29,0.95,35.0,4.8,0.0,11.0,1.9,76.0,367.0,0.7,1580,2.5
2555,1988,3,1,0.84,63.0,4.7,0.0,12.0,1.9,74.0,363.0,0.72,1560,2.6
2556,1988,3,2,0.91,31.0,4.7,0.0,12.0,1.9,72.0,356.0,1.9,1520,2.6
2557,1988,3,3,0.84,17.0,4.6,0.0,12.0,1.9,70.0,354.0,2.3,1600,2.5
2558,1988,3,4,0.8,8.7,4.3,0.0,11.0,1.9,68.0,390.0,1.4,1800,2.5
2559,1988,3,5,0.8,5.2,4.1,0.0,11.0,2.0,70.0,399.0,1.1,2390,2.4
2560,1988,3,6,0.8,3.6,4.2,0.0,11.0,2.0,96.0,365.0,0.84,2770,2.4
2561,1988,3,7,0.8,3.1,4.1,0.0,11.0,2.0,,353.0,0.76,2180,2.4
2562,1988,3,8,0.81,2.6,4.1,0.0,12.0,2.0,,342.0,0.88,2610,2.4
2563,1988,3,9,0.8,2.4,4.1,0.0,14.0,2.1,,396.0,0.86,3830,2.4
2564,1988,3,10,0.82,2.3,4.1,0.0,12.0,2.1,,464.0,0.81,2680,2.4
2565,1988,3,11,0.83,2.2,4.1,0.0,14.0,2.1,,424.0,0.79,2170,2.4
2566,1988,3,12,0.81,2.2,4.1,0.0,13.0,2.1,,385.0,0.69,1880,2.4
2567,1988,3,13,0.83,2.2,4.2,0.0,11.0,2.1,,492.0,0.6,1690,2.3
2568,1988,3,14,0.83,2.2,4.3,0.0,11.0,2.1,,449.0,0.56,1570,2.3
2569,1988,3,15,0.82,2.2,4.4,0.0,11.0,2.1,,403.0,0.59,1450,2.3
2570,1988,3,16,0.83,2.1,4.3,0.0,10.0,2.1,,384.0,0.62,1350,2.3
2571,1988,3,17,0.82,2.0,4.2,0.0,10.0,2.1,,373.0,1.8,1280,2.3
2572,1988,3,18,0.8,2.0,4.2,0.0,10.0,2.1,,374.0,2.3,1240,2.2
2573,1988,3,19,0.8,1.9,4.3,0.0,10.0,2.2,,412.0,1.1,1220,2.2
2574,1988,3,20,0.8,1.8,4.4,0.0,10.0,2.2,,373.0,0.83,2030,2.2
2575,1988,3,21,0.79,1.8,4.3,0.0,10.0,2.2,,361.0,0.69,2400,2.2
2576,1988,3,22,0.76,1.5,4.4,0.0,10.0,2.2,,350.0,0.61,3360,2.1
2577,1988,3,23,0.73,1.4,4.3,0.0,11.0,2.2,,342.0,0.55,5890,2.1
2578,1988,3,24,0.63,1.4,4.3,0.0,12.0,2.2,,341.0,0.55,4620,2.1
2579,1988,3,25,0.6,1.2,4.2,0.0,12.0,2.2,,378.0,0.57,4980,2.1
2580,1988,3,26,0.58,1.2,4.2,0.0,12.0,2.2,,534.0,0.54,8460,2.1
2581,1988,3,27,0.59,1.1,4.2,0.0,14.0,2.2,,410.0,0.54,4590,2.1
2582,1988,3,28,0.55,1.0,4.3,0.0,15.0,2.1,,374.0,0.56,3320,2.1
2583,1988,3,29,0.54,1.0,4.0,0.0,16.0,2.0,,361.0,0.54,3190,2.2
2584,1988,3,30,0.52,1.0,4.2,0.0,14.0,2.0,99.0,355.0,0.47,2660,2.1
2585,1988,3,31,0.55,1.0,4.3,0.0,14.0,2.0,93.0,353.0,0.53,2320,2.1
2586,1988,4,1,0.58,1.0,4.5,0.0,12.0,1.9,88.0,350.0,1.2,2210,2.1
2587,1988,4,2,0.61,1.0,4.4,0.0,13.0,2.0,83.0,395.0,1.3,5120,2.1
2588,1988,4,3,0.62,0.92,4.4,0.0,13.0,2.0,79.0,445.0,0.99,7530,2.0
2589,1988,4,4,0.64,0.92,4.4,0.0,14.0,2.0,75.0,1480.0,9.0,4600,2.0
2590,1988,4,5,0.63,0.89,4.3,0.0,14.0,1.9,71.0,881.0,7.1,4910,2.0
2591,1988,4,6,0.66,0.84,4.4,0.0,14.0,1.9,66.0,684.0,4.1,7790,1.9
2592,1988,4,7,0.67,0.8,4.3,0.0,16.0,2.1,62.0,608.0,3.0,5130,1.9
2593,1988,4,8,0.67,0.78,4.4,0.0,19.0,2.0,58.0,543.0,2.1,3840,1.9
2594,1988,4,9,0.66,0.74,4.4,0.0,20.0,2.0,54.0,504.0,0.95,3090,1.8
2595,1988,4,10,0.67,0.78,4.4,0.0,18.0,2.0,52.0,476.0,0.63,2710,1.8
2596,1988,4,11,0.67,0.77,4.3,0.0,18.0,2.0,55.0,472.0,0.54,2600,1.8
2597,1988,4,12,0.65,0.7,4.3,0.0,18.0,2.1,52.0,1490.0,0.31,2530,1.9
2598,1988,4,13,0.68,0.82,4.3,0.0,19.0,2.0,49.0,1090.0,0.23,2720,2.1
2599,1988,4,14,0.71,1.6,4.5,0.0,21.0,2.0,46.0,830.0,0.2,2730,2.1
2600,1988,4,15,0.67,3.4,4.4,0.0,21.0,2.0,43.0,718.0,0.17,2610,2.2
2601,1988,4,16,0.71,4.2,4.4,0.0,24.0,2.1,40.0,649.0,0.11,2580,2.1
2602,1988,4,17,0.65,3.4,4.3,0.0,22.0,2.1,38.0,600.0,10.0,2410,2.1
2603,1988,4,18,0.61,2.4,4.5,0.0,21.0,2.1,37.0,605.0,70.0,2160,2.0
2604,1988,4,19,0.58,2.5,4.6,0.0,20.0,2.0,36.0,639.0,39.0,1980,2.0
2605,1988,4,20,0.6,5.4,4.6,0.0,22.0,2.0,36.0,579.0,17.0,1940,2.5
2606,1988,4,21,0.65,4.5,4.7,0.0,23.0,2.0,35.0,542.0,8.5,1970,2.5
2607,1988,4,22,0.67,4.2,4.5,0.0,25.0,2.0,34.0,519.0,5.8,1910,2.4
2608,1988,4,23,0.63,10.0,4.4,0.0,22.0,2.0,33.0,502.0,4.4,1760,2.3
2609,1988,4,24,0.47,9.2,4.4,0.0,21.0,2.0,33.0,527.0,3.6,1730,2.2
2610,1988,4,25,0.38,7.6,4.4,0.0,20.0,2.0,32.0,481.0,3.2,1570,2.1
2611,1988,4,26,0.37,5.8,4.4,0.0,19.0,1.9,32.0,468.0,2.6,1440,2.1
2612,1988,4,27,0.39,4.3,4.3,0.0,19.0,1.8,31.0,456.0,1.8,1400,2.0
2613,1988,4,28,0.46,3.4,4.2,0.0,20.0,1.9,29.0,434.0,1.4,2120,2.0
2614,1988,4,29,0.47,2.9,4.4,0.0,23.0,2.0,28.0,423.0,1.6,3790,1.9
2615,1988,4,30,0.46,2.1,4.7,0.0,26.0,2.0,28.0,414.0,1.7,3160,1.9
2616,1988,5,1,0.45,1.6,4.9,0.0,31.0,2.0,32.0,411.0,1.2,2680,1.9
2617,1988,5,2,0.46,1.6,5.1,0.0,32.0,2.0,32.0,401.0,0.93,3010,1.9
2618,1988,5,3,0.46,1.4,4.9,0.0,30.0,2.0,31.0,391.0,0.76,2800,1.8
2619,1988,5,4,0.45,1.1,4.8,0.0,29.0,2.0,29.0,405.0,0.68,2370,1.8
2620,1988,5,5,0.46,1.1,4.8,0.0,29.0,2.0,27.0,445.0,0.62,2070,1.9
2621,1988,5,6,0.49,2.0,5.1,0.0,31.0,2.0,26.0,393.0,0.61,2060,2.1
2622,1988,5,7,0.52,2.5,5.0,0.0,32.0,35.0,25.0,377.0,0.59,1990,1.9
2623,1988,5,8,0.49,2.9,4.9,0.0,32.0,42.0,24.0,365.0,0.61,1840,1.9
2624,1988,5,9,0.49,2.9,4.9,0.0,30.0,20.0,23.0,359.0,0.51,1850,1.8
2625,1988,5,10,0.49,2.2,4.9,0.0,30.0,14.0,22.0,384.0,0.41,1900,1.8
2626,1988,5,11,0.49,1.6,4.8,0.0,31.0,11.0,21.0,370.0,0.37,2370,1.7
2627,1988,5,12,0.49,1.0,4.8,0.0,32.0,10.0,24.0,346.0,0.39,3010,1.6
2628,1988,5,13,0.47,0.83,4.8,0.0,36.0,9.0,34.0,336.0,0.37,4180,1.5
2629,1988,5,14,0.35,0.72,4.8,0.0,41.0,7.8,30.0,337.0,0.36,4150,1.6
2630,1988,5,15,0.33,0.65,4.6,0.0,46.0,6.7,27.0,361.0,0.28,2890,1.5
2631,1988,5,16,0.35,0.65,4.5,0.0,52.0,5.6,24.0,376.0,0.27,3320,1.5
2632,1988,5,17,0.33,0.95,4.8,0.0,59.0,5.1,23.0,338.0,0.3,3850,1.6
2633,1988,5,18,0.36,0.99,4.8,0.0,75.0,4.1,25.0,317.0,0.3,3060,1.6
2634,1988,5,19,0.38,0.72,4.6,0.0,85.0,4.2,25.0,306.0,0.29,2660,1.5
2635,1988,5,20,0.43,0.49,4.5,0.0,81.0,4.2,24.0,300.0,0.28,2400,1.4
2636,1988,5,21,0.45,0.37,4.5,0.0,72.0,3.9,23.0,294.0,0.25,2320,1.4
2637,1988,5,22,0.46,0.32,4.5,0.5,66.0,3.8,21.0,289.0,0.22,2760,1.4
2638,1988,5,23,0.46,0.28,4.4,2.0,64.0,3.7,20.0,286.0,0.2,2970,1.3
2639,1988,5,24,0.46,0.27,4.4,1.0,63.0,3.4,22.0,315.0,0.2,2310,1.4
2640,1988,5,25,0.46,0.29,4.3,0.5,62.0,3.2,46.0,342.0,0.19,2040,1.4
2641,1988,5,26,0.45,0.3,4.3,0.2,61.0,3.2,46.0,291.0,0.19,1990,1.3
2642,1988,5,27,0.36,0.32,4.3,0.0,64.0,3.2,53.0,273.0,0.18,3040,1.3
2643,1988,5,28,0.28,0.34,4.3,0.0,67.0,3.2,53.0,267.0,0.15,5850,1.3
2644,1988,5,29,0.24,0.34,4.7,0.0,68.0,3.2,46.0,261.0,0.13,3810,1.5
2645,1988,5,30,0.25,0.34,4.6,0.0,70.0,3.0,38.0,252.0,0.13,2800,1.6
2646,1988,5,31,0.31,0.37,4.5,0.0,66.0,2.8,33.0,245.0,0.15,2520,1.5
2647,1988,6,1,0.34,0.41,4.3,0.0,60.0,2.6,29.0,242.0,5.3,2590,1.4
2648,1988,6,2,0.34,0.41,4.3,0.0,58.0,2.5,26.0,237.0,2.1,2670,1.3
2649,1988,6,3,0.25,0.35,4.3,0.0,58.0,2.6,23.0,228.0,12.0,4260,1.3
2650,1988,6,4,0.18,0.31,4.2,0.0,61.0,2.7,22.0,223.0,7.7,3030,1.2
2651,1988,6,5,0.12,0.29,3.9,0.0,66.0,2.8,21.0,221.0,5.7,2510,1.3
2652,1988,6,6,0.1,0.32,3.9,0.0,69.0,2.7,32.0,215.0,8.5,2220,1.4
2653,1988,6,7,0.1,0.36,3.9,0.0,72.0,2.7,39.0,210.0,9.3,2100,1.4
2654,1988,6,8,0.09,0.46,3.8,0.0,74.0,2.6,53.0,205.0,6.9,2010,1.3
2655,1988,6,9,0.09,0.45,3.8,0.0,74.0,2.4,53.0,200.0,4.4,1920,1.3
2656,1988,6,10,0.12,0.43,3.7,0.0,78.0,2.4,49.0,196.0,1.9,2060,1.2
2657,1988,6,11,0.16,0.37,3.7,0.0,88.0,2.3,43.0,191.0,0.97,2110,1.2
2658,1988,6,12,0.21,0.37,3.8,0.0,89.0,2.2,36.0,188.0,0.6,1980,1.2
2659,1988,6,13,0.23,0.35,3.6,0.0,84.0,2.3,31.0,183.0,0.47,1980,1.2
2660,1988,6,14,0.27,0.34,3.6,0.0,80.0,2.1,28.0,180.0,0.39,2170,1.2
2661,1988,6,15,0.31,0.35,3.5,0.0,80.0,2.1,27.0,177.0,0.36,2580,1.2
2662,1988,6,16,0.31,0.36,3.5,0.0,77.0,2.1,25.0,177.0,0.36,2650,1.1
2663,1988,6,17,0.31,0.36,3.5,0.0,74.0,2.1,23.0,188.0,0.62,2460,1.2
2664,1988,6,18,0.3,0.34,3.5,0.0,69.0,2.0,21.0,225.0,18.0,2460,1.2
2665,1988,6,19,0.33,0.3,3.3,0.0,67.0,2.0,20.0,236.0,5.1,2350,1.1
2666,1988,6,20,0.34,0.34,3.3,0.0,64.0,2.1,19.0,318.0,2.5,2100,1.3
2667,1988,6,21,0.35,0.41,3.3,0.0,61.0,2.1,28.0,247.0,1.3,2160,1.1
2668,1988,6,22,0.31,0.41,3.2,0.0,62.0,2.0,28.0,205.0,0.7,2710,1.1
2669,1988,6,23,0.31,0.39,3.2,0.0,59.0,2.1,27.0,187.0,0.45,2490,1.1
2670,1988,6,24,0.31,0.38,3.2,0.0,55.0,2.1,25.0,181.0,0.42,1990,1.1
2671,1988,6,25,0.32,0.48,3.1,0.0,52.0,2.1,26.0,206.0,0.37,1940,1.1
2672,1988,6,26,0.32,0.38,3.2,0.0,65.0,2.1,30.0,295.0,0.91,2210,1.1
2673,1988,6,27,0.31,0.35,3.2,0.5,60.0,2.0,32.0,200.0,0.94,1910,1.0
2674,1988,6,28,0.28,0.32,3.2,3.0,59.0,2.0,30.0,178.0,0.95,1720,1.0
2675,1988,6,29,0.26,0.29,3.2,30.0,58.0,1.9,35.0,169.0,0.8,1570,1.0
2676,1988,6,30,0.26,0.27,3.2,10.0,60.0,1.8,37.0,178.0,0.59,1450,1.0
2677,1988,7,1,0.26,0.25,3.1,5.0,58.0,1.8,39.0,310.0,0.44,1430,0.94
2678,1988,7,2,0.26,0.23,3.1,2.5,58.0,1.9,43.0,207.0,0.32,2010,0.92
2679,1988,7,3,0.26,0.23,3.1,1.0,54.0,1.8,42.0,233.0,0.26,1980,0.88
2680,1988,7,4,0.3,0.22,3.1,0.5,50.0,2.1,40.0,386.0,0.19,1670,0.86
2681,1988,7,5,0.29,0.23,2.9,0.3,47.0,1.9,37.0,358.0,0.15,1500,0.84
2682,1988,7,6,0.19,0.24,2.8,0.2,44.0,1.8,40.0,273.0,0.11,1420,0.81
2683,1988,7,7,0.22,0.23,2.7,0.1,41.0,1.8,41.0,217.0,0.1,1440,0.81
2684,1988,7,8,0.34,0.24,2.7,0.0,39.0,1.8,38.0,195.0,0.08,1530,0.78
2685,1988,7,9,0.27,0.26,2.7,0.0,39.0,1.8,36.0,181.0,0.07,1770,0.73
2686,1988,7,10,0.29,0.28,2.7,0.0,37.0,1.8,33.0,182.0,0.13,1800,0.78
2687,1988,7,11,0.33,0.3,2.7,0.0,35.0,1.8,32.0,215.0,0.15,1820,0.9
2688,1988,7,12,0.33,0.31,2.8,0.0,33.0,1.8,30.0,269.0,0.13,1830,0.82
2689,1988,7,13,0.31,0.31,2.8,0.0,31.0,1.8,28.0,226.0,0.11,2900,0.75
2690,1988,7,14,0.29,0.31,2.5,0.0,29.0,1.8,29.0,221.0,0.1,2040,0.72
2691,1988,7,15,0.28,0.31,2.5,0.0,29.0,1.8,29.0,191.0,0.08,1680,0.74
2692,1988,7,16,0.3,0.28,2.6,0.0,29.0,1.8,28.0,183.0,0.06,1550,0.71
2693,1988,7,17,0.31,0.28,2.7,0.0,30.0,1.7,26.0,265.0,0.04,1510,0.67
2694,1988,7,18,0.37,0.24,2.8,0.0,28.0,1.7,26.0,254.0,0.04,1520,0.79
2695,1988,7,19,0.57,0.25,3.0,0.0,28.0,1.7,25.0,222.0,0.03,1600,0.86
2696,1988,7,20,0.5,0.24,2.9,0.0,28.0,1.7,23.0,190.0,0.02,1900,0.85
2697,1988,7,21,0.43,0.25,2.9,0.0,28.0,1.7,23.0,189.0,0.02,1800,0.84
2698,1988,7,22,0.41,0.23,2.8,0.0,26.0,1.6,22.0,305.0,0.02,1710,0.77
2699,1988,7,23,0.37,0.22,2.9,0.0,25.0,1.6,22.0,392.0,0.01,1550,0.75
2700,1988,7,24,0.56,0.21,2.9,0.0,25.0,1.6,22.0,319.0,0.01,1470,0.76
2701,1988,7,25,0.57,0.19,3.0,0.0,24.0,1.7,23.0,227.0,0.01,1550,0.63
2702,1988,7,26,0.69,0.18,3.2,0.0,25.0,1.7,22.0,202.0,0.01,1730,0.57
2703,1988,7,27,,0.14,3.2,0.0,24.0,1.6,21.0,235.0,0.01,1680,0.66
2704,1988,7,28,4.8,0.16,3.2,0.0,24.0,1.5,24.0,240.0,0.01,1470,0.7
2705,1988,7,29,0.6,0.14,3.2,0.0,25.0,1.5,23.0,270.0,0.01,1340,0.78
2706,1988,7,30,6.5,0.15,3.1,0.0,24.0,1.6,22.0,223.0,0.01,1380,0.83
2707,1988,7,31,2.1,0.14,3.4,0.0,23.0,1.7,21.0,209.0,0.0,1350,0.87
2708,1988,8,1,5.0,0.13,3.4,0.0,24.0,1.7,20.0,185.0,0.0,1190,0.74
2709,1988,8,2,3.7,0.13,3.4,0.0,27.0,1.7,21.0,200.0,0.0,1100,0.73
2710,1988,8,3,7.5,0.13,3.4,0.0,25.0,1.6,26.0,182.0,0.0,1170,0.72
2711,1988,8,4,1.8,0.14,3.5,0.0,24.0,1.5,24.0,211.0,0.0,1190,0.67
2712,1988,8,5,0.74,0.12,3.4,0.0,26.0,1.5,23.0,318.0,0.0,1250,0.67
2713,1988,8,6,2.6,0.14,3.5,0.0,26.0,1.5,22.0,313.0,0.0,1100,0.55
2714,1988,8,7,0.92,0.11,3.6,0.0,26.0,1.5,21.0,280.0,0.0,997,0.58
2715,1988,8,8,0.79,0.11,3.5,0.0,25.0,1.6,20.0,260.0,0.0,937,0.6
2716,1988,8,9,0.77,0.11,3.5,0.0,24.0,1.5,19.0,216.0,0.0,992,0.61
2717,1988,8,10,0.74,0.11,3.5,0.0,22.0,1.6,19.0,206.0,0.0,1060,0.55
2718,1988,8,11,0.73,0.11,3.6,0.0,23.0,1.7,30.0,186.0,0.0,991,0.51
2719,1988,8,12,0.71,0.13,3.7,0.0,23.0,1.7,31.0,336.0,0.0,939,0.55
2720,1988,8,13,0.71,0.13,3.5,0.0,22.0,1.6,30.0,243.0,0.0,921,0.55
2721,1988,8,14,0.75,0.13,3.4,0.0,21.0,1.5,29.0,197.0,0.0,873,0.53
2722,1988,8,15,0.78,0.13,3.4,0.0,21.0,1.5,30.0,178.0,0.0,866,0.5
2723,1988,8,16,0.73,0.14,3.5,0.0,21.0,1.5,30.0,166.0,0.0,1060,0.51
2724,1988,8,17,0.75,0.16,3.5,0.0,21.0,1.4,31.0,159.0,0.0,1170,0.5
2725,1988,8,18,0.76,0.13,3.4,0.0,22.0,1.3,34.0,153.0,0.0,1010,0.49
2726,1988,8,19,0.76,0.13,3.5,0.0,21.0,1.3,33.0,145.0,0.0,914,0.64
2727,1988,8,20,0.81,0.13,3.5,0.0,21.0,1.4,32.0,232.0,0.0,899,1.0
2728,1988,8,21,0.84,0.13,3.3,0.0,20.0,1.4,32.0,235.0,0.0,825,1.0
2729,1988,8,22,,0.14,3.3,0.0,20.0,1.3,32.0,200.0,0.0,789,0.86
2730,1988,8,23,,0.13,3.2,0.0,21.0,1.3,31.0,170.0,0.0,844,0.88
2731,1988,8,24,6.5,0.13,3.2,0.0,29.0,1.3,30.0,163.0,0.0,1040,18.0
2732,1988,8,25,1.4,0.13,3.1,0.0,29.0,1.3,29.0,154.0,0.0,1140,2.2
2733,1988,8,26,1.4,0.12,3.1,0.0,25.0,1.4,28.0,142.0,0.0,1010,2.0
2734,1988,8,27,,0.11,3.1,0.0,29.0,1.3,30.0,135.0,0.0,1000,1.7
2735,1988,8,28,3.1,0.11,2.8,0.0,27.0,1.4,32.0,131.0,0.0,1070,1.4
2736,1988,8,29,1.9,0.11,2.8,0.0,27.0,1.4,32.0,132.0,0.0,1120,1.6
2737,1988,8,30,2.0,0.09,2.7,0.0,27.0,1.4,32.0,132.0,0.0,988,1.4
2738,1988,8,31,2.9,0.1,2.8,0.03,27.0,1.4,34.0,136.0,0.0,838,1.2
2739,1988,9,1,3.8,0.1,2.7,0.64,27.0,1.5,39.0,139.0,0.0,790,1.1
2740,1988,9,2,4.5,0.1,2.7,0.03,25.0,1.5,49.0,127.0,0.0,877,1.0
2741,1988,9,3,5.4,0.1,2.7,0.01,26.0,1.5,55.0,131.0,0.0,1020,0.95
2742,1988,9,4,5.6,0.1,2.8,0.0,26.0,1.5,60.0,307.0,0.0,1150,0.95
2743,1988,9,5,6.0,0.08,2.9,0.0,26.0,1.6,71.0,355.0,0.0,1150,0.98
2744,1988,9,6,6.1,0.08,2.9,0.0,26.0,1.6,,219.0,0.0,1010,0.94
2745,1988,9,7,6.1,0.08,2.9,0.0,26.0,1.7,,172.0,0.0,1010,0.97
2746,1988,9,8,6.0,0.09,2.9,0.0,25.0,1.7,,153.0,0.0,829,1.0
2747,1988,9,9,6.0,0.11,2.9,0.0,25.0,1.8,,152.0,0.0,744,0.94
2748,1988,9,10,6.0,0.11,3.0,0.0,24.0,1.7,,167.0,0.0,647,0.88
2749,1988,9,11,,0.11,3.0,0.0,27.0,1.7,,162.0,0.0,575,0.88
2750,1988,9,12,,0.12,3.4,0.0,35.0,1.7,,156.0,0.0,541,0.95
2751,1988,9,13,6.2,0.11,3.5,0.0,72.0,1.7,,155.0,1.4,606,1.0
2752,1988,9,14,5.8,0.11,3.4,0.0,60.0,1.6,,144.0,1.7,677,0.97
2753,1988,9,15,5.5,0.11,3.4,0.0,50.0,1.6,,136.0,1.0,691,0.94
2754,1988,9,16,5.4,0.12,3.2,0.0,44.0,1.6,,134.0,0.58,584,0.95
